Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
1,"fantastic glider/ bench: right after i clicked the purchase button for this, i remember wondering what the heck i was doing buying a glider bench off the internet. it was so reasonably priced compared to the ones i had checked out in stores, i figured i was getting some flimsy, poorly made item. but this bench is awesome! my husband put it together in about 30 minutes by himself and it's sturdy but light enough that i can drag it around our backyard to catch the sun (or not). it has held up to all the wet weather we've had, it's easy to clean and glides beautifully. it really is a quality product - i'm thinking of buying a second one for our patio.",drag,priced,,,"poorly,flimsy","drag,priced,poorly,flimsy",POSITIVE
0,"poor support: i've had the camcorder for a while now, and was hoping to be able to use the usb streaming feature to make small computer movies and send them to my friends and family overseas. although the camcorder is good the included software is weak and the usb streaming makes a very choppy poor quality avi file. i recently got a new computer and could not find the device driver disk that came with the camcorder. sony technical support was a joke and they ended up trying to sell me a driver for my camcorder. so now i have a camcorder that i can plug into my tv or record onto a vhs (do people still use vhs?) but any dreams i have of putting something on my computer are fading fast. i'm going to have to find a new way to send my parents the video i took of my new house.frankly in this day and age an analogue camcorder is a waste of money.",,money,small,,"weak,quality","money,small,weak,quality",MIXED
1,"great for the money: the picture on this camera is good and it needs very little light. however, the colors are not quite as accurate as i had hoped for hi8. perhaps digital would have been better, but the price was a factor. i shopped around and found amazon had the best price available.",,"money,price",,,,"money,price",POSITIVE
0,"low resolution and poor quality: i bought it new in 2002 for $400. the color is pretty good. the resolution is very poor, only close shot get you satified. other than that you get blur edge and barrel distortion sometimes. i didn't use it a lot for the first 3 years, only the last 2 years i used it regularly to tape my daughter's piano class homework every 2 weeks for 5-8 minutes each time. recently i have to knock this camera extremly hard several times to make the recording start (it's common issue as the piano teacher told me.). so i have to find a new camcorder now. i don't know what can i do if it refuses to work one day in my daughter's piano class.","used,work",,,,"quality,blur","used,work,$,quality,blur",NEGATIVE
1,fun toy!: my 11 month old son received this for christmas and he loves it. he loves to watch the animals pop up and make noises. it's fun to watch his face light up and hear him squeel with delight when he hits one of the buttons and the animal pops up.,fun,,,,,fun,POSITIVE
1,"great swords for a great price!: i ordered the set of swords on december 9th (sunday) and recieved the swords today (wednesday, the 12). the shipping was absolutly blazing! ups shipped with a tracking number made me confident in sword demon. packaging was great and everything was alright. i would deffiently buy from sword demon again.these swords are unsharpened. it would appear that stainless steel is not very good for sharpening them either. these are really ""wallhanger"" katana's, but when your buddies come over and see them, they almost cry. these are just the coolest swords because of the movie. all the symbols and words on the blades are actually etched. the symbols and the like are the exact same from the movie.",,price,,"shipping,packaging",stainless steel,"price,shipping,packaging,stainless steel",POSITIVE
1,"nice size: very good amount for the price. smells nice too. however, the smell reminds me of clean laundry. i was wanting something a little different, a little younger. still smells pretty good though. curve smells better in the men cologne to me.",,price,size,,smell,"price,size,smell",POSITIVE
0,"still haven't received item: bought for my mom for christmas she loves this perfume and it does actually smell pretty good however i was supposed to recieve my order by the 20th at the latest.its now the night of the 22nd and i am very worried it wont be here for christmas. update: spoke with amazons customer service and they are replacing my missing item. it will be here tomorrow. still sucks cuz it wasn't here in time for christmas, however i'm just glad they are replacing it for me.",,,,"customer,service,missing,replacing",smell,"customer,service,missing,replacing,smell",MIXED
1,"curve: it smells like gap heaven, very nice. beautiful color and scent! can't wait to try curve crush when i'm done with this one.",,,,,smell,smell,POSITIVE
1,good value: i love curve and this is a large bottle which make is a very good value. highly recommended.,,,large,,,large,POSITIVE
1,what more do i need?: price and function are two of the main reasons i now own this camcorder. i have webtv so i can capture all of the stills i need and do it quite easily and without software and a computer.keep it simple stan is definitly my mantra and this camcorder helps me do just that. more functions and options would just go to waste and be confusing.it is light and ergonomic and i got a free tripod and camera bag with mine at circuit city. i wouldn't buy electronics on line again (been there done that). a longer battery life would be all i would ask for .,function,price,,,,"function,price",POSITIVE
0,on order: i just ordered this fudge. it looked so good and seemed to be priced well i thought i would give it a try. i have looked at just about every store where we live and can not find any maple fudge. i am hoping this will taste as good as it looks. i will send another feedback after i have had my first bite. can't wait.,taste,priced,,,,"taste,priced",MIXED
1,"long torso but great product: received this product in the mail and have worn it a few times. it's fairly comfortable for a bustier/corset style waist cincher. the boning is very supportive and higher quality then a bridal style corsette (most of those are cheap and just to get things to lay down more smoothly). i'm pleased with the product. one thing i will say on the negative side is that i'm rather short. these are more of a one-size fits all from what i understand and mine is a bit long in the torso since i'm 5'1"". not an issue, it's meant that way so that it will cover under the chest down to about the belt so you dont have any random tire hanging over your pants, but i'm already fairly thin and this just causing the top wires to rub under my bra or jeans. not the best for sitting, whereas a custom corset or one with a smaller torso likely wouldn't do that. the cloth is fairly comfortable and does as promised.","worn,comfortable",cheap,"size,fits,long,thin,smaller",,quality,"worn,comfortable,cheap,size,fits,long,thin,smaller,quality",POSITIVE
